t,x,y,z
18.393907,0.794125,0.544892,0.26145
18.40334,1.081231,0.6353,0.259007
18.41277,1.302365,0.714712,0.19059
18.422179,1.402547,0.772134,0.036652
18.431633,1.28526,0.783129,-0.03543
18.441054,0.951728,0.744034,-0.019548
18.450488,0.436158,0.649961,0.046426
18.4599,-0.171042,0.426384,0.150273
18.469564,-0.711047,0.222355,0.265116
18.478781,-1.060462,0.179594,0.389732
18.488208,-1.236391,0.259007,0.513127
18.497634,-1.262048,0.421497,0.594983
18.507057,-1.181413,0.652404,0.590096
18.516491,-1.048245,0.784351,0.476475
18.525912,-0.873537,0.712269,0.241903
18.535357,-0.664621,0.535118,-0.061087
18.544801,-0.44471,0.342085,-0.371406
18.554205,-0.25412,0.175929,-0.568105
18.56365,-0.125838,0.026878,-0.612087
18.573078,0.0281,-0.020769,-0.530231
18.582512,0.241903,0.061087,-0.430049
18.591932,0.48014,0.149051,-0.342085
18.601352,0.658513,0.179594,-0.250455
18.611103,0.796568,0.201586,-0.193033
18.620196,0.895528,0.186925,-0.200364
18.629611,0.979828,0.178373,-0.223577
18.639072,1.033584,0.182038,-0.237016
18.648489,1.022588,0.168599,-0.25412
18.657911,0.91752,0.158825,-0.250455
18.66733,0.709825,0.11973,-0.217468
18.676788,0.469145,0.064752,-0.180816
18.686185,0.306654,0.018326,-0.147829
18.69562,0.244346,-0.039095,-0.146608
18.705049,0.250455,-0.105069,-0.156382
18.714488,0.315206,-0.11973,-0.160047
18.723907,0.548557,-0.057421,-0.145386
18.733342,0.724486,0.078191,-0.13439
18.742764,0.79046,0.179594,-0.096517
18.752455,0.784351,0.267559,-0.059865
18.761617,0.680504,0.298102,-0.023213
18.771034,0.509462,0.272446,-0.009774
18.780496,0.29688,0.199142,0.008552
18.789911,0.141721,0.105069,0.025656
18.799395,0.065973,0.00733,0.017104
18.808766,0.07086,-0.069639,-0.018326
18.818212,0.075747,-0.114843,-0.079412
18.827608,-0.003665,-0.12706,-0.151495
18.83707,-0.238237,-0.12706,-0.194255
18.846427,-0.596204,-0.118508,-0.210138
18.85591,-0.926072,-0.09163,-0.186925
18.86531,-1.181413,0.001222,-0.15516
18.87475,-1.317025,0.146608,-0.120951
18.884189,-1.33413,0.248011,-0.084299
18.893585,-1.232726,0.285885,-0.039095
